Road length which is dual carriageway (kilometres) by road type and local authority in Great Britain, 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Table RDL0202b;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Department for Transport statistics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Road lengths statistics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes are used throughout this table, please see the notes tab to find the related notes text;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Shorthand is used in this table. [-] denotes that there are no notes related to this row;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Values in this table may not sum due to rounding;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ONS Area 
Code";Region;Local Authority;Trunk motorways;Principal motorways;All motorways;Trunk rural 'A' roads;Trunk urban 'A' roads;Principal rural 'A' roads;Principal urban 'A' roads;All 'A' roads;All trunk;All principal;Total dual carriageway;Notes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E10000014;South East;Hampshire ;127,0;0,0;127,0;123,7;7,4;90,5;43,3;264,9;258,1;133,8;391,9;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000046;South East;Isle of Wight UA;0,0;0,0;0,0;0,0;0,0;1,0;2,8;3,8;0,0;3,8;3,8;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E10000016;South East;Kent ;162,6;0,0;162,6;117,4;11,8;111,8;33,4;274,4;291,8;145,2;437,0;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000035;South East;Medway UA;8,5;0,0;8,5;0,0;0,0;15,8;14,2;30,0;8,5;30,0;38,5;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000042;South East;Milton Keynes UA;16,8;0,0;16,8;16,6;1,3;27,5;10,1;55,5;34,7;37,6;72,3;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E10000025;South East;Oxfordshire;56,6;0,0;56,6;46,1;1,9;55,4;14,2;117,6;104,6;69,6;174,2;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000044;South East;Portsmouth UA;7,1;2,3;9,4;2,7;1,5;4,0;10,2;18,4;11,3;16,5;27,8;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000038;South East;Reading UA;1,1;0,0;1,1;0,0;0,0;2,4;8,8;11,2;1,1;11,2;12,3;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000039;South East;Slough UA;9,3;0,0;9,3;0,0;0,0;2,2;7,7;9,9;9,3;9,9;19,2;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000045;South East;Southampton UA;2,5;0,0;2,5;0,0;0,0;0,7;16,2;16,9;2,5;16,9;19,4;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E10000030;South East;Surrey;102,4;0,0;102,4;50,9;8,0;74,0;39,0;171,9;161,3;113,0;274,3;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000037;South East;West Berkshire UA;44,5;0,0;44,5;24,1;0,0;7,6;5,9;37,6;68,6;13,5;82,1;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E10000032;South East;West Sussex;12,8;0,0;12,8;67,6;8,7;60,6;27,6;164,5;89,1;88,2;177,3;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000040;South East;Windsor and Maidenhead UA;20,5;0,0;20,5;7,0;0,2;4,7;5,4;17,3;27,7;10,1;37,8;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000041;South East;Wokingham UA;12,7;8,2;20,9;0,0;0,0;9,8;7,2;17,0;12,7;25,2;37,9;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000022;South West;Bath and North East Somerset UA;0,0;0,0;0,0;3,7;0,6;5,3;3,5;13,1;4,3;8,8;13,1;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000058;South West;Bournemouth, Christchurch and Poole;0,0;0,0;0,0;0,0;0,0;14,7;22,2;36,9;0,0;36,9;36,9;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000023;South West;Bristol, City of UA;13,9;0,0;13,9;0,0;0,7;4,1;25,1;29,9;14,6;29,2;43,8;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000052;South West;Cornwall UA ;0,0;0,0;0,0;95,0;1,3;13,1;6,3;115,7;96,3;19,4;115,7;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E10000008;South West;Devon ;37,8;0,0;37,8;143,8;3,4;45,1;10,6;202,9;185,0;55,7;240,7;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000059;South West;Dorset;0,0;0,0;0,0;29,3;0,5;18,4;1,9;50,1;29,8;20,3;50,1;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E10000013;South West;Gloucestershire ;68,4;0,0;68,4;36,0;1,2;26,8;21,9;85,9;105,6;48,7;154,3;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000053;South West;Isles of Scilly UA;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000024;South West;North Somerset UA;29,2;0,0;29,2;0,0;0,0;7,2;5,0;12,2;29,2;12,2;41,4;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000026;South West;Plymouth UA;0,0;0,0;0,0;7,9;4,8;3,7;17,9;34,3;12,7;21,6;34,3;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000066;South West;Somerset;52,5;0,0;52,5;36,5;0,0;15,0;10,6;62,1;89,0;25,6;114,6;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000025;South West;South Gloucestershire UA;74,4;0,0;74,4;0,4;0,0;16,2;14,6;31,2;74,8;30,8;105,6;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000030;South West;Swindon UA;15,3;0,0;15,3;13,1;2,0;7,4;11,5;34,0;30,4;18,9;49,3;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000027;South West;Torbay UA;0,0;0,0;0,0;0,0;0,0;5,4;3,0;8,4;0,0;8,4;8,4;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000054;South West;Wiltshire UA ;35,0;0,0;35,0;41,4;3,2;13,6;3,6;61,8;79,6;17,2;96,8;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000019;Wales;Blaenau Gwent;0,0;0,0;0,0;9,2;1,6;0,3;0,3;11,4;10,8;0,6;11,4;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000013;Wales;Bridgend;17,7;0,0;17,7;0,0;0,0;15,1;8,3;23,4;17,7;23,4;41,1;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000018;Wales;Caerphilly;0,0;0,0;0,0;3,8;0,0;15,3;2,8;21,9;3,8;18,1;21,9;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000015;Wales;Cardiff;17,0;0,0;17,0;6,1;2,5;16,2;25,2;50,0;25,6;41,4;67,0;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000010;Wales;Carmarthenshire;5,1;0,0;5,1;42,0;1,9;1,9;1,2;47,0;49,0;3,1;52,1;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000008;Wales;Ceredigion;0,0;0,0;0,0;0,4;0,2;0,1;0,0;0,7;0,6;0,1;0,7;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000003;Wales;Conwy;0,0;0,0;0,0;30,5;5,6;1,6;3,0;40,7;36,1;4,6;40,7;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000004;Wales;Denbighshire;0,0;0,0;0,0;14,1;0,0;5,6;0,5;20,2;14,1;6,1;20,2;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000005;Wales;Flintshire;0,0;0,0;0,0;34,8;4,2;19,5;5,4;63,9;39,0;24,9;63,9;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000002;Wales;Gwynedd;0,0;0,0;0,0;16,6;0,4;1,4;0,2;18,6;17,0;1,6;18,6;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000001;Wales;Isle of Anglesey;0,0;0,0;0,0;32,4;0,6;0,1;0,1;33,2;33,0;0,2;33,2;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000024;Wales;Merthyr Tydfil;0,0;0,0;0,0;17,6;1,5;0,9;1,0;21,0;19,1;1,9;21,0;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000021;Wales;Monmouthshire;22,7;0,0;22,7;49,8;0,3;1,9;0,4;52,4;72,8;2,3;75,1;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000012;Wales;Neath Port Talbot;23,2;0,0;23,2;22,9;3,2;14,0;6,0;46,1;49,3;20,0;69,3;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000022;Wales;Newport;26,7;0,0;26,7;7,9;0,2;16,8;12,1;37,0;34,8;28,9;63,7;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000009;Wales;Pembrokeshire;0,0;0,0;0,0;1,1;0,4;0,2;0,4;2,1;1,5;0,6;2,1;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000023;Wales;Powys;0,0;0,0;0,0;8,7;0,0;0,4;0,2;9,3;8,7;0,6;9,3;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000016;Wales;Rhondda Cynon Taf;9,8;0,0;9,8;12,0;10,0;6,9;5,2;34,1;31,8;12,1;43,9;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000011;Wales;Swansea;15,4;0,0;15,4;0,0;0,0;6,9;15,8;22,7;15,4;22,7;38,1;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000014;Wales;The Vale of Glamorgan;3,7;0,0;3,7;0,0;0,0;5,9;1,8;7,7;3,7;7,7;11,4;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000020;Wales;Torfaen;0,0;0,0;0,0;9,8;4,1;0,9;2,1;16,9;13,9;3,0;16,9;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000006;Wales;Wrexham;0,0;0,0;0,0;16,9;2,0;5,2;2,4;26,5;18,9;7,6;26,5;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000033;Scotland;Aberdeen City;0,0;0,0;0,0;24,1;1,7;11,3;25,4;62,5;25,8;36,7;62,5;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000034;Scotland;Aberdeenshire;0,0;0,0;0,0;72,3;7,6;12,1;5,2;97,2;79,9;17,3;97,2;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000041;Scotland;Angus;0,0;0,0;0,0;46,7;0,0;8,4;2,0;57,1;46,7;10,4;57,1;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000035;Scotland;Argyll & Bute;0,0;0,0;0,0;0,0;0,2;0,0;0,8;1,0;0,2;0,8;1,0;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000005;Scotland;Clackmannanshire;0,0;0,0;0,0;0,0;0,0;0,6;0,5;1,1;0,0;1,1;1,1;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000006;Scotland;Dumfries and Galloway;60,3;0,0;60,3;6,1;0,2;0,3;1,2;7,8;66,6;1,5;68,1;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000042;Scotland;Dundee City;0,0;0,0;0,0;0,8;12,9;0,0;5,4;19,1;13,7;5,4;19,1;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000008;Scotland;East Ayrshire;1,1;0,0;1,1;8,3;1,6;7,6;3,6;21,1;11,0;11,2;22,2;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000045;Scotland;East Dunbartonshire;0,0;0,0;0,0;0,0;0,0;0,1;2,6;2,7;0,0;2,7;2,7;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000010;Scotland;East Lothian;0,0;0,0;0,0;42,8;0,2;2,5;0,9;46,4;43,0;3,4;46,4;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000011;Scotland;East Renfrewshire;11,9;0,0;11,9;0,0;0,0;0,6;7,6;8,2;11,9;8,2;20,1;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000036;Scotland;Edinburgh, City of;21,0;0,0;21,0;13,8;6,7;9,4;16,5;46,4;41,5;25,9;67,4;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000013;Scotland;Eilean Siar;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,2;0,0;0,2;0,2;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000014;Scotland;Falkirk;37,1;0,0;37,1;0,0;0,0;2,5;2,7;5,2;37,1;5,2;42,3;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000047;Scotland;Fife;21,0;0,0;21,0;26,9;5,4;2,8;10,2;45,3;53,3;13,0;66,3;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000049;Scotland;Glasgow City;47,4;0,0;47,4;1,3;0,1;1,7;54,9;58,0;48,8;56,6;105,4;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000017;Scotland;Highland;0,0;0,0;0,0;34,8;8,8;0,1;0,7;44,4;43,6;0,8;44,4;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000018;Scotland;Inverclyde;0,0;0,0;0,0;5,7;7,7;0,1;0,2;13,7;13,4;0,3;13,7;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000019;Scotland;Midlothian;0,0;0,0;0,0;3,3;0,0;1,1;1,0;5,4;3,3;2,1;5,4;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000020;Scotland;Moray;0,0;0,0;0,0;0,0;1,6;0,0;0,0;1,6;1,6;0,0;1,6;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000021;Scotland;North Ayrshire;0,0;0,0;0,0;7,6;6,6;2,6;3,6;20,4;14,2;6,2;20,4;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000050;Scotland;North Lanarkshire;49,4;0,0;49,4;13,3;4,3;12,0;16,6;46,2;67,0;28,6;95,6;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000023;Scotland;Orkney Islands;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000048;Scotland;Perth and Kinross;39,7;0,0;39,7;90,6;5,3;1,4;2,0;99,3;135,6;3,4;139,0;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000038;Scotland;Renfrewshire;23,2;0,0;23,2;5,8;6,0;1,9;19,2;32,9;35,0;21,1;56,1;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000026;Scotland;Scottish Borders;0,0;0,0;0,0;8,7;0,5;0,1;0,1;9,4;9,2;0,2;9,4;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000027;Scotland;Shetland Islands;0,0;0,0;0,0;0,0;0,0;0,1;0,2;0,3;0,0;0,3;0,3;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000028;Scotland;South Ayrshire;0,0;0,0;0,0;19,1;1,8;1,6;6,3;28,8;20,9;7,9;28,8;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000029;Scotland;South Lanarkshire;69,7;0,0;69,7;3,3;12,8;6,8;12,2;35,1;85,8;19,0;104,8;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000030;Scotland;Stirling;22,8;0,0;22,8;8,6;0,1;1,3;5,2;15,2;31,5;6,5;38,0;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000039;Scotland;West Dunbartonshire;0,0;0,0;0,0;8,2;8,1;0,7;8,5;25,5;16,3;9,2;25,5;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000040;Scotland;West Lothian;37,5;0,0;37,5;0,0;0,0;4,1;7,1;11,2;37,5;11,2;48,7;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
