Road length (kilometres) by road type and local authority in Great Britain, 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Table RDL0202a;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Department for Transport statistics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Road lengths statistics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes are used throughout this table, please see the notes tab to find the related notes text;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Shorthand is used in this table. [-] denotes that there are no notes related to this row;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Values in this table may not sum due to rounding;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ONS Area 
Code";Region;Local Authority;Trunk motorways;Principal motorways;All motorways;Trunk rural 'A' roads;Trunk urban 'A' roads;Principal rural 'A' roads;Principal urban 'A' roads;All 'A' roads;Major trunk roads;Major principal roads;All major roads;Rural 'B' roads;Urban 'B' roads;Rural 'C and U' roads;Urban 'C and U' roads;All minor roads;Total road length ;Notes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E08000014;North West;Sefton;8,2;0,0;8,2;0,9;6,3;19,2;63,0;89,4;15,4;82,2;97,6;12,4;29,2;102,6;757,6;901,7;999,3;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E08000013;North West;St. Helens;14,0;0,0;14,0;0,0;0,0;42,2;42,1;84,3;14,0;84,3;98,3;24,0;17,2;96,7;509,7;647,6;745,9;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E08000007;North West;Stockport;12,9;0,0;12,9;0,0;0,0;20,8;72,9;93,7;12,9;93,7;106,6;4,5;34,8;56,8;785,4;881,5;988,1;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E08000008;North West;Tameside;15,3;0,0;15,3;0,6;2,7;8,5;55,0;66,8;18,6;63,5;82,1;2,4;29,2;38,3;617,0;686,9;769,0;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E08000009;North West;Trafford;10,0;0,0;10,0;0,0;0,0;11,0;48,9;59,9;10,0;59,9;69,9;9,6;42,2;42,3;658,7;752,8;822,7;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000007;North West;Warrington UA;34,8;0,0;34,8;0,0;0,0;57,0;59,7;116,7;34,8;116,7;151,5;26,4;9,2;225,5;596,2;857,4;1.008,9;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000064;North West;Westmorland and Furness;83,4;0,0;83,4;113,6;2,8;465,1;25,9;607,4;199,8;491,0;690,8;280,0;4,1;2.940,3;331,3;3.555,7;4.246,5;[Note 1] [Note 4] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E08000010;North West;Wigan;19,2;0,0;19,2;0,0;0,0;32,3;90,6;122,9;19,2;122,9;142,1;18,5;37,0;114,4;867,1;1.037,0;1.179,1;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E08000015;North West;Wirral;20,0;0,0;20,0;0,0;0,0;30,4;76,7;107,1;20,0;107,1;127,1;19,0;47,4;80,6;944,3;1.091,2;1.218,3;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E08000016;Yorkshire and The Humber;Barnsley;17,3;0,0;17,3;21,9;0,0;88,4;43,3;153,6;39,2;131,7;170,9;31,7;42,2;324,5;630,5;1.028,8;1.199,7;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E08000032;Yorkshire and The Humber;Bradford;2,7;0,0;2,7;0,0;0,0;50,1;102,0;152,1;2,7;152,1;154,8;31,2;47,4;345,8;1.244,4;1.668,9;1.823,7;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E08000033;Yorkshire and The Humber;Calderdale;12,3;0,0;12,3;0,0;0,0;69,8;68,5;138,3;12,3;138,3;150,6;26,5;8,6;401,9;564,5;1.001,5;1.152,1;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E08000017;Yorkshire and The Humber;Doncaster;61,7;0,0;61,7;5,7;0,4;110,1;50,8;167,0;67,8;160,9;228,7;42,5;13,2;585,7;820,0;1.461,3;1.690,0;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000011;Yorkshire and The Humber;East Riding of Yorkshire UA;35,8;0,0;35,8;15,5;4,0;341,5;13,7;374,7;55,3;355,2;410,5;289,8;36,8;2.198,6;560,1;3.085,3;3.495,8;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000010;Yorkshire and The Humber;Kingston upon Hull, City of UA;0,0;0,0;0,0;3,0;11,0;0,8;34,6;49,4;14,0;35,4;49,4;0,0;10,4;29,8;670,0;710,2;759,6;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E08000034;Yorkshire and The Humber;Kirklees ;23,0;0,0;23,0;0,0;0,0;88,7;121,4;210,1;23,0;210,1;233,1;46,0;43,3;473,2;1.127,3;1.689,7;1.922,8;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E08000035;Yorkshire and The Humber;Leeds;77,1;3,5;80,6;2,2;1,1;140,0;173,1;316,4;80,4;316,6;397,0;13,8;64,5;469,0;1.994,1;2.541,5;2.938,5;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000012;Yorkshire and The Humber;North East Lincolnshire UA;0,0;0,0;0,0;12,6;0,9;39,9;34,7;88,1;13,5;74,6;88,1;18,9;11,9;155,6;373,5;559,8;647,9;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000013;Yorkshire and The Humber;North Lincolnshire UA;39,0;0,0;39,0;10,7;2,6;139,1;15,8;168,2;52,3;154,9;207,2;152,5;10,9;774,4;283,3;1.221,1;1.428,3;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000065;Yorkshire and The Humber;North Yorkshire ;99,2;0,0;99,2;128,2;0,3;855,4;67,2;1.051,1;227,7;922,6;1.150,3;624,3;33,6;6.146,2;777,7;7.581,8;8.732,1;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E08000018;Yorkshire and The Humber;Rotherham ;27,1;0,0;27,1;0,0;0,0;48,3;63,2;111,5;27,1;111,5;138,6;61,6;33,5;293,9;664,0;1.053,1;1.191,7;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E08000019;Yorkshire and The Humber;Sheffield;10,3;0,0;10,3;4,5;1,2;44,9;102,2;152,8;16,0;147,1;163,1;16,5;82,1;267,0;1.442,4;1.808,0;1.971,1;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E08000036;Yorkshire and The Humber;Wakefield;36,2;0,0;36,2;11,1;0,0;98,9;68,0;178,0;47,3;166,9;214,2;57,1;31,6;399,5;790,1;1.278,2;1.492,4;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000014;Yorkshire and The Humber;York UA;0,0;0,0;0,0;24,9;0,0;48,0;27,0;99,9;24,9;75,0;99,9;25,0;5,3;269,1;414,6;714,0;813,9;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000015;East Midlands;Derby UA;0,0;0,0;0,0;10,1;7,3;9,0;46,5;72,9;17,4;55,5;72,9;0,6;5,9;39,1;662,5;708,1;781,0;[Note 1] [Note 3] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E10000007;East Midlands;Derbyshire ;37,0;0,0;37,0;91,7;4,9;490,7;136,8;724,1;133,6;627,5;761,1;365,3;103,1;2.782,8;1.661,1;4.912,3;5.673,4;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000016;East Midlands;Leicester UA;0,0;0,0;0,0;3,4;0,0;9,7;59,4;72,5;3,4;69,1;72,5;1,7;13,0;22,5;725,1;762,2;834,7;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E10000018;East Midlands;Leicestershire ;85,3;0,0;85,3;81,7;1,1;288,9;64,6;436,3;168,1;353,5;521,6;192,2;41,9;2.615,9;1.335,7;4.185,8;4.707,4;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E10000019;East Midlands;Lincolnshire;0,0;0,0;0,0;63,8;1,3;979,9;85,1;1.130,1;65,1;1.065,0;1.130,1;710,4;70,8;5.927,7;1.104,8;7.813,7;8.943,8;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000061;East Midlands;North Northamptonshire;0,0;0,0;0,0;59,6;1,7;208,4;58,6;328,3;61,3;267,0;328,3;69,7;15,3;900,8;573,8;1.559,6;1.887,9;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000018;East Midlands;Nottingham UA;0,3;0,0;0,3;4,1;7,4;3,4;61,9;76,8;11,8;65,3;77,1;0,6;24,4;12,1;684,4;721,5;798,6;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E10000024;East Midlands;Nottinghamshire ;22,9;0,0;22,9;136,1;8,4;400,2;87,0;631,7;167,4;487,2;654,6;171,9;102,1;2.050,4;1.515,3;3.839,8;4.494,4;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000017;East Midlands;Rutland UA;0,0;0,0;0,0;18,1;0,4;76,3;0,7;95,5;18,5;77,0;95,5;31,7;5,1;388,2;39,1;464,1;559,6;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000062;East Midlands;West Northamptonshire;54,4;0,0;54,4;116,0;3,8;188,9;69,5;378,2;174,2;258,4;432,6;58,9;5,3;1.437,1;689,4;2.190,6;2.623,2;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E08000025;West Midlands;Birmingham;22,0;3,8;25,8;0,0;0,0;11,5;191,7;203,2;22,0;207,0;229,0;2,7;126,9;49,1;2.169,9;2.348,6;2.577,6;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E08000026;West Midlands;Coventry;3,5;0,0;3,5;5,1;1,6;16,5;37,5;60,7;10,2;54,0;64,2;8,5;51,2;56,2;715,3;831,2;895,4;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E08000027;West Midlands;Dudley ;5,5;0,0;5,5;0,0;0,0;5,4;89,3;94,7;5,5;94,7;100,2;3,2;41,8;19,5;877,7;942,2;1.042,4;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000019;West Midlands;Herefordshire, County of UA;7,5;0,0;7,5;62,8;7,0;358,6;22,8;451,2;77,3;381,4;458,7;303,0;14,8;2.324,1;244,3;2.886,1;3.344,8;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E08000028;West Midlands;Sandwell ;18,1;0,0;18,1;0,0;0,5;4,2;82,8;87,5;18,6;87,0;105,6;0,0;38,1;6,0;703,7;747,9;853,5;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000051;West Midlands;Shropshire UA;12,4;0,0;12,4;122,4;1,8;407,2;32,7;564,1;136,6;439,9;576,5;532,9;28,4;3.655,4;389,3;4.605,9;5.182,4;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E08000029;West Midlands;Solihull;20,7;0,0;20,7;3,4;0,5;40,7;15,6;60,2;24,6;56,3;80,9;40,6;34,1;214,7;508,5;797,9;878,8;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E10000028;West Midlands;Staffordshire ;103,8;0,0;103,8;93,5;15,4;499,4;161,2;769,5;212,7;660,6;873,3;257,0;77,3;3.237,1;1.860,1;5.431,5;6.304,8;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000021;West Midlands;Stoke-on-Trent UA;0,0;0,0;0,0;5,2;12,9;9,5;79,1;106,7;18,1;88,6;106,7;1,6;19,1;40,8;716,4;777,8;884,5;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000020;West Midlands;Telford and Wrekin UA;12,4;0,0;12,4;4,4;0,0;67,0;16,7;88,1;16,8;83,7;100,5;44,9;17,6;370,2;548,6;981,3;1.081,8;[Note 1] [Note 3] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E08000030;West Midlands;Walsall;9,2;0,0;9,2;2,2;0,9;13,5;66,8;83,4;12,3;80,3;92,6;6,0;35,2;58,9;687,5;787,6;880,2;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E10000031;West Midlands;Warwickshire;148,1;0,0;148,1;90,9;4,3;327,0;67,9;490,1;243,3;394,9;638,2;376,1;55,3;2.264,6;996,5;3.692,5;4.330,7;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E08000031;West Midlands;Wolverhampton;0,0;0,0;0,0;0,0;0,0;1,3;63,9;65,2;0,0;65,2;65,2;0,0;13,4;9,7;655,5;678,7;743,9;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E10000034;West Midlands;Worcestershire ;78,0;0,0;78,0;21,7;0,6;386,8;92,4;501,5;100,3;479,2;579,5;303,1;86,2;2.094,2;1.214,7;3.698,3;4.277,8;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000055;East of England;Bedford UA ;0,0;0,0;0,0;28,6;2,0;62,7;23,8;117,1;30,6;86,5;117,1;22,6;7,1;556,4;274,8;860,9;978,0;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E10000003;East of England;Cambridgeshire ;50,0;0,0;50,0;171,9;2,3;377,7;57,5;609,4;224,2;435,2;659,4;520,1;55,5;2.622,4;813,3;4.011,4;4.670,8;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000056;East of England;Central Bedfordshire UA ;29,2;0,0;29,2;44,8;3,4;99,0;20,7;167,9;77,4;119,7;197,1;102,1;12,0;801,4;364,9;1.280,4;1.477,5;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E10000012;East of England;Essex ;83,4;0,0;83,4;139,9;8,2;356,4;148,8;653,3;231,5;505,2;736,7;621,9;148,1;4.083,8;2.756,4;7.610,2;8.346,9;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E10000015;East of England;Hertfordshire;102,7;0,0;102,7;12,3;0,4;309,8;189,8;512,3;115,4;499,6;615,0;229,7;98,3;1.672,1;2.388,3;4.388,4;5.003,4;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000032;East of England;Luton UA;2,6;0,0;2,6;0,0;0,0;2,9;31,9;34,8;2,6;34,8;37,4;1,5;6,9;8,2;414,9;431,4;468,8;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E10000020;East of England;Norfolk;0,0;0,0;0,0;176,4;10,4;672,7;102,0;961,5;186,8;774,7;961,5;611,4;32,1;7.060,5;1.286,4;8.990,4;9.951,9;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000031;East of England;Peterborough UA;0,0;0,0;0,0;36,2;4,9;57,3;27,1;125,5;41,1;84,4;125,5;53,9;2,5;335,8;479,4;871,6;997,1;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000033;East of England;Southend-on-Sea UA;0,0;0,0;0,0;0,0;0,0;2,1;31,8;33,9;0,0;33,9;33,9;0,9;9,3;12,3;401,6;424,1;458,0;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E10000029;East of England;Suffolk;0,0;0,0;0,0;124,3;11,4;481,0;103,8;720,5;135,7;584,8;720,5;665,6;58,7;4.107,5;1.204,7;6.036,5;6.757,0;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000034;East of England;Thurrock UA;4,9;0,0;4,9;20,1;3,0;42,1;22,8;88,0;28,0;64,9;92,9;20,2;10,7;153,8;325,8;510,5;603,4;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E09000002;London;Barking and Dagenham;0,0;0,0;0,0;0,0;0,0;2,2;35,1;37,3;0,0;37,3;37,3;0,0;2,9;9,9;292,5;305,4;342,7;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E09000003;London;Barnet;12,0;0,0;12,0;0,0;0,0;8,8;88,4;97,2;12,0;97,2;109,2;1,2;17,8;6,4;631,3;656,7;765,9;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E09000004;London;Bexley;0,0;0,0;0,0;0,0;0,0;9,2;60,2;69,4;0,0;69,4;69,4;1,5;10,8;10,2;458,3;480,9;550,3;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E09000005;London;Brent;0,0;0,0;0,0;0,0;0,0;0,0;55,9;55,9;0,0;55,9;55,9;0,0;15,0;0,0;393,1;408,1;464,0;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E09000006;London;Bromley;0,0;0,0;0,0;0,0;0,0;17,3;72,7;90,0;0,0;90,0;90,0;4,1;24,2;92,8;702,6;823,6;913,6;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E09000007;London;Camden;0,0;0,0;0,0;0,0;0,0;0,0;38,6;38,6;0,0;38,6;38,6;0,0;19,8;0,0;218,8;238,6;277,2;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E09000001;London;City of London;0,0;0,0;0,0;0,0;0,0;0,0;12,4;12,4;0,0;12,4;12,4;0,0;1,1;0,0;34,2;35,3;47,7;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E09000008;London;Croydon;0,0;0,0;0,0;0,0;0,0;2,2;75,9;78,1;0,0;78,1;78,1;0,7;27,4;12,0;655,5;695,6;773,7;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E09000009;London;Ealing;0,0;0,0;0,0;0,0;0,0;0,0;55,4;55,4;0,0;55,4;55,4;0,0;24,9;0,0;509,0;533,9;589,3;[Note 1] [Note 3] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E09000010;London;Enfield;11,2;0,0;11,2;0,0;0,0;13,1;68,2;81,3;11,2;81,3;92,5;0,0;6,6;18,2;517,6;542,4;634,9;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E09000011;London;Greenwich;0,0;0,0;0,0;0,0;0,0;0,0;68,5;68,5;0,0;68,5;68,5;0,0;14,0;0,0;435,4;449,4;517,9;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E09000012;London;Hackney;0,0;0,0;0,0;0,0;0,0;1,0;35,0;36,0;0,0;36,0;36,0;0,7;11,6;2,3;219,9;234,4;270,4;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E09000013;London;Hammersmith and Fulham;0,0;0,0;0,0;0,0;0,0;0,0;32,2;32,2;0,0;32,2;32,2;0,0;4,7;0,0;183,2;187,8;220,0;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E09000014;London;Haringey;0,0;0,0;0,0;0,0;0,0;0,0;38,7;38,7;0,0;38,7;38,7;0,0;19,5;0,0;295,8;315,2;353,9;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E09000015;London;Harrow;1,0;0,0;1,0;0,0;0,0;0,9;39,8;40,7;1,0;40,7;41,7;0,0;1,8;3,6;425,4;430,8;472,5;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E09000016;London;Havering;11,8;0,0;11,8;0,0;0,0;17,8;33,2;51,0;11,8;51,0;62,8;10,7;13,6;55,6;541,9;621,8;684,6;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E09000017;London;Hillingdon;10,5;0,0;10,5;1,4;0,2;7,9;63,4;72,9;12,1;71,3;83,4;0,2;18,7;48,0;577,9;644,8;728,2;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E09000018;London;Hounslow;9,8;0,0;9,8;0,0;0,0;3,3;69,2;72,5;9,8;72,5;82,3;1,8;12,9;8,3;394,5;417,5;499,8;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E09000019;London;Islington;0,0;0,0;0,0;0,0;0,0;0,0;38,5;38,5;0,0;38,5;38,5;0,0;7,6;0,0;190,5;198,0;236,5;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E09000020;London;Kensington and Chelsea;0,0;0,0;0,0;0,0;0,0;0,0;32,2;32,2;0,0;32,2;32,2;0,0;10,1;0,0;171,6;181,7;213,9;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E09000021;London;Kingston upon Thames;0,0;0,0;0,0;0,0;0,0;3,2;41,3;44,5;0,0;44,5;44,5;1,8;6,6;1,3;288,6;298,3;342,8;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E09000022;London;Lambeth;0,0;0,0;0,0;0,0;0,0;0,0;55,0;55,0;0,0;55,0;55,0;0,0;13,4;0,0;315,1;328,5;383,5;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E09000023;London;Lewisham;0,0;0,0;0,0;0,0;0,0;0,0;38,6;38,6;0,0;38,6;38,6;0,0;18,3;0,0;376,8;395,1;433,7;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E09000024;London;Merton;0,0;0,0;0,0;0,0;0,0;0,0;42,4;42,4;0,0;42,4;42,4;0,0;20,2;0,0;312,5;332,7;375,1;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E09000025;London;Newham;0,0;0,0;0,0;0,0;0,0;6,5;48,0;54,5;0,0;54,5;54,5;0,0;13,6;16,3;345,5;375,5;430,0;[Note 1] [Note 3] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E09000026;London;Redbridge;4,0;0,0;4,0;0,0;0,0;12,9;45,1;58,0;4,0;58,0;62,0;0,8;6,8;16,6;450,6;474,7;536,7;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E09000027;London;Richmond upon Thames;0,0;0,0;0,0;0,0;0,0;8,1;54,3;62,4;0,0;62,4;62,4;3,0;20,5;7,5;319,5;350,5;412,9;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
